shipment_id,product_name,category,temperature_C,humidity_percent,safe_temp_low_C,safe_temp_mid_C,safe_temp_high_C,humidity_low_percent,humidity_mid_percent,humidity_high_percent,exposure_hours,ethylene_ppm,co2_ppm,nh3_ppm,h2s_ppm,temp_deviation,temp_deviation_degree_hr,cumulative_damage_index,humidity_deviation,temp_danger_flag,spoilage_probability,remaining_shelf_life_hours,risk_category,recommended_action,category_encoded,product_name_encoded,risk_encoded,action_encoded
SHP_123,Apple,fruit,9.32,61.85,0,2,4,85,90,95,12.96,26.72,1263.43,14.66,26.89,7.32,94.86720000000001,0.9486720000000001,-28.15,1,0.154,81,Low,Maintain cold chain,1,0,2,2
SHP_124,Paneer,dairy,10.12,44.7,2,3,4,80,85,90,10.92,16.86,4495.56,40.87,10.25,7.119999999999999,77.75039999999998,0.7775039999999999,-40.3,1,0.113,85,Low,Maintain cold chain,0,13,2,2
SHP_125,Milk,dairy,2.04,60.88,2,3,4,80,85,90,16.26,23.61,1559.9,31.21,12.28,-0.96,-15.6096,0.156096,-24.119999999999997,0,0.02,94,Low,Maintain cold chain,0,9,2,2
SHP_126,Carrot,vegetable,27.28,63.99,0,2,4,90,95,98,12.66,30.54,958.53,43.42,14.62,25.28,320.0448,3.200448,-31.009999999999998,1,0.411,56,Medium,Increase cooling,3,4,3,1
SHP_127,Milk,dairy,18.05,83.99,2,3,4,80,85,90,10.26,17.01,405.61,13.43,16.25,15.05,154.413,1.54413,-1.0100000000000051,1,0.188,77,Low,Maintain cold chain,0,9,2,2
SHP_128,Orange,fruit,32.5,54.18,4,6,8,80,85,90,5.41,39.38,2770.74,8.58,8.17,26.5,143.365,1.43365,-30.82,1,0.188,77,Low,Maintain cold chain,1,12,2,2
SHP_129,Tomato,vegetable,20.17,90.29,10,12,14,85,90,92,15.16,4.71,3009.63,13.7,16.63,8.170000000000002,123.85720000000002,1.2385720000000002,0.29000000000000625,1,0.146,82,Low,Maintain cold chain,3,15,2,2
SHP_130,Butter,dairy,5.26,85.64,2,4,6,75,80,85,13.6,24.02,3425.67,8.77,27.43,1.2599999999999998,17.135999999999996,0.17135999999999996,5.640000000000001,0,0.034,92,Low,Maintain cold chain,0,2,2,2
SHP_131,Carrot,vegetable,25.28,61.07,0,2,4,90,95,98,7.6,20.76,520.74,8.31,22.14,23.28,176.928,1.76928,-33.93,1,0.27,70,Low,Maintain cold chain,3,4,2,2
SHP_132,Milk,dairy,20.24,73.17,2,3,4,80,85,90,11.69,11.55,1971.66,35.95,8.91,17.24,201.53559999999996,2.0153559999999997,-11.829999999999998,1,0.221,74,Low,Maintain cold chain,0,9,2,2
SHP_133,Potato,vegetable,19.27,66.18,10,12,15,85,90,92,12.76,26.55,4703.1,36.63,6.45,7.27,92.7652,0.9276519999999999,-23.819999999999993,1,0.046,91,Low,Maintain cold chain,3,14,2,2
SHP_134,Banana,fruit,22.28,54.42,13,14,16,80,85,90,7.53,19.85,3105.16,16.71,23.13,8.280000000000001,62.34840000000001,0.6234840000000001,-30.58,1,0.049,91,Low,Maintain cold chain,1,1,2,2
SHP_135,Banana,fruit,18.43,44.13,13,14,16,80,85,90,19.82,29.13,2628.81,34.42,13.04,4.43,87.8026,0.878026,-40.87,1,0.116,84,Low,Maintain cold chain,1,1,2,2
SHP_136,Carrot,vegetable,6.99,85.05,0,2,4,90,95,98,6.17,10.89,3074.08,18.05,2.75,4.99,30.7883,0.307883,-9.950000000000003,1,0.07,89,Low,Maintain cold chain,3,4,2,2
SHP_137,Orange,fruit,13.67,47.53,4,6,8,80,85,90,1.56,38.01,2396.23,9.26,16.26,7.67,11.965200000000001,0.11965200000000001,-37.47,1,0.064,89,Low,Maintain cold chain,1,12,2,2
SHP_138,Mutton,meat,2.49,80.27,0,1,2,85,90,95,15.06,27.69,4291.22,12.48,14.68,1.4900000000000002,22.439400000000003,0.22439400000000004,-9.730000000000004,1,0.056,90,Low,Maintain cold chain,2,10,2,2
SHP_139,Fish,meat,4.88,94.32,0,1,2,85,90,95,10.53,37.76,485.31,35.28,27.76,3.88,40.856399999999994,0.4085639999999999,4.319999999999993,1,0.105,85,Low,Maintain cold chain,2,6,2,2
SHP_140,Butter,dairy,8.72,71.24,2,4,6,75,80,85,12.37,36.98,4863.97,47.21,14.23,4.720000000000001,58.3864,0.583864,-8.760000000000005,1,0.02,94,Low,Maintain cold chain,0,2,2,2
SHP_141,Orange,fruit,8.31,86.45,4,6,8,80,85,90,16.09,12.76,4195.9,1.85,17.89,2.3100000000000005,37.16790000000001,0.3716790000000001,1.4500000000000028,1,0.099,86,Low,Maintain cold chain,1,12,2,2
SHP_142,Grapes,fruit,4.92,46.63,0,1,2,90,92,95,18.9,13.59,3706.4,3.27,9.46,3.92,74.088,0.74088,-45.37,1,0.104,86,Low,Maintain cold chain,1,7,2,2
SHP_143,Tomato,vegetable,37.09,83.49,10,12,14,85,90,92,19.49,12.75,3241.69,44.3,18.48,25.090000000000003,489.00410000000005,4.890041,-6.510000000000005,1,0.588,39,High,Prioritize delivery,3,15,1,3
SHP_144,Mango,fruit,13.16,41.34,12,14,16,80,85,90,13.82,37.56,4054.28,49.9,10.52,-0.8399999999999999,-11.608799999999999,0.11608799999999998,-43.66,0,0.02,94,Low,Maintain cold chain,1,8,2,2
SHP_145,Fish,meat,28.51,62.11,0,1,2,85,90,95,4.07,19.2,3249.28,43.68,29.52,27.51,111.96570000000001,1.1196570000000001,-27.89,1,0.193,77,Low,Maintain cold chain,2,6,2,2
SHP_146,Milk,dairy,30.52,62.98,2,3,4,80,85,90,22.85,9.55,819.23,17.73,8.62,27.52,628.832,6.28832,-22.020000000000003,1,0.865,12,Critical,Immediate cooling and delivery,0,9,0,0
SHP_147,Chicken,meat,21.44,52.85,0,1,2,85,90,95,20.1,1.68,384.01,49.39,12.83,20.44,410.84400000000005,4.108440000000001,-37.15,1,0.488,49,Medium,Increase cooling,2,5,3,1
SHP_148,Tomato,vegetable,34.76,77.38,10,12,14,85,90,92,18.1,37.79,2496.79,30.67,5.01,22.759999999999998,411.956,4.11956,-12.620000000000005,1,0.564,41,Medium,Increase cooling,3,15,3,1
SHP_149,Fish,meat,7.96,52.74,0,1,2,85,90,95,6.96,37.71,3353.34,30.39,15.38,6.96,48.4416,0.484416,-37.26,1,0.05,91,Low,Maintain cold chain,2,6,2,2
SHP_150,Cabbage,vegetable,22.46,49.71,0,2,4,90,95,98,18.61,31.18,1945.59,2.89,29.07,20.46,380.7606,3.8076060000000003,-45.29,1,0.445,53,Medium,Increase cooling,3,3,3,1
SHP_151,Onion,vegetable,15.3,91.03,10,12,15,70,75,80,7.32,39.8,1117.31,19.81,22.75,3.3000000000000007,24.156000000000006,0.24156000000000005,16.03,1,0.02,94,Low,Maintain cold chain,3,11,2,2
SHP_152,Carrot,vegetable,16.26,48.46,0,2,4,90,95,98,6.39,8.95,2823.78,29.65,17.4,14.260000000000002,91.12140000000001,0.9112140000000001,-46.54,1,0.086,87,Low,Maintain cold chain,3,4,2,2
SHP_153,Milk,dairy,1.37,88.26,2,3,4,80,85,90,21.54,10.62,908.72,44.44,28.67,-1.63,-35.1102,0.35110199999999997,3.260000000000005,0,0.032,92,Low,Maintain cold chain,0,9,2,2
SHP_154,Orange,fruit,35.93,84.52,4,6,8,80,85,90,4.47,3.48,2219.73,18.63,7.79,29.93,133.78709999999998,1.3378709999999998,-0.480000000000004,1,0.2,76,Low,Maintain cold chain,1,12,2,2
SHP_155,Orange,fruit,7.62,67.27,4,6,8,80,85,90,17.25,3.24,1334.86,34.16,2.28,1.62,27.945,0.27945,-17.730000000000004,0,0.135,83,Low,Maintain cold chain,1,12,2,2
SHP_156,Chicken,meat,29.77,67.23,0,1,2,85,90,95,10.37,32.99,1934.7,33.9,16.97,28.77,298.3449,2.983449,-22.769999999999996,1,0.499,48,Medium,Increase cooling,2,5,3,1
SHP_157,Chicken,meat,21.01,88.32,0,1,2,85,90,95,2.43,31.9,3394.72,42.53,26.02,20.01,48.624300000000005,0.48624300000000004,-1.6800000000000068,1,0.034,92,Low,Maintain cold chain,2,5,2,2
SHP_158,Butter,dairy,5.54,86.04,2,4,6,75,80,85,21.81,24.74,3837.77,7.93,26.43,1.54,33.587399999999995,0.33587399999999995,6.040000000000006,0,0.095,86,Low,Maintain cold chain,0,2,2,2
SHP_159,Butter,dairy,19.85,41.61,2,4,6,75,80,85,11.97,33.03,905.69,16.76,22.31,15.850000000000001,189.72450000000003,1.8972450000000003,-38.39,1,0.296,67,Low,Maintain cold chain,0,2,2,2
SHP_160,Carrot,vegetable,21.41,84.99,0,2,4,90,95,98,18.33,0.26,1649.08,30.85,29.44,19.41,355.78529999999995,3.5578529999999997,-10.010000000000005,1,0.446,53,Medium,Increase cooling,3,4,3,1
SHP_161,Onion,vegetable,26.69,54.29,10,12,15,70,75,80,12.23,25.36,2837.93,38.99,3.21,14.690000000000001,179.6587,1.7965870000000002,-20.71,1,0.288,68,Low,Maintain cold chain,3,11,2,2
SHP_162,Chicken,meat,28.42,69.77,0,1,2,85,90,95,12.17,25.3,4680.53,5.13,28.12,27.42,333.70140000000004,3.3370140000000004,-20.230000000000004,1,0.412,56,Medium,Increase cooling,2,5,3,1
SHP_163,Milk,dairy,29.32,43.73,2,3,4,80,85,90,16.38,12.04,3628.41,3.37,17.47,26.32,431.1216,4.311216,-41.27,1,0.553,42,Medium,Increase cooling,0,9,3,1
SHP_164,Tomato,vegetable,17.38,74.15,10,12,14,85,90,92,20.33,30.33,415.56,1.11,9.71,5.379999999999999,109.37539999999997,1.0937539999999997,-15.849999999999994,1,0.109,85,Low,Maintain cold chain,3,15,2,2
SHP_165,Apple,fruit,2.44,82.37,0,2,4,85,90,95,21.86,27.33,2395.74,13.68,29.91,0.43999999999999995,9.6184,0.09618399999999999,-7.6299999999999955,0,0.031,93,Low,Maintain cold chain,1,0,2,2
SHP_166,Banana,fruit,19.7,64.83,13,14,16,80,85,90,15.78,27.75,1337.62,4.12,20.41,5.699999999999999,89.94599999999998,0.8994599999999998,-20.17,1,0.135,83,Low,Maintain cold chain,1,1,2,2
SHP_167,Fish,meat,13.89,55.03,0,1,2,85,90,95,5.18,38.03,1009.97,21.62,28.31,12.89,66.7702,0.667702,-34.97,1,0.058,90,Low,Maintain cold chain,2,6,2,2
SHP_168,Butter,dairy,27.3,75.12,2,4,6,75,80,85,8.53,39.36,2223.87,44.7,6.9,23.3,198.749,1.98749,-4.8799999999999955,1,0.172,79,Low,Maintain cold chain,0,2,2,2
SHP_169,Milk,dairy,22.2,41.71,2,3,4,80,85,90,8.76,26.07,2032.07,43.22,14.2,19.2,168.19199999999998,1.6819199999999999,-43.29,1,0.176,79,Low,Maintain cold chain,0,9,2,2
SHP_170,Cabbage,vegetable,33.52,50.2,0,2,4,90,95,98,18.3,30.84,4270.48,38.05,18.79,31.520000000000003,576.816,5.76816,-44.8,1,0.738,25,High,Prioritize delivery,3,3,1,3
SHP_171,Cabbage,vegetable,20.97,41.79,0,2,4,90,95,98,20.2,36.83,3198.26,39.83,14.45,18.97,383.19399999999996,3.8319399999999995,-53.21,1,0.502,47,Medium,Increase cooling,3,3,3,1
SHP_172,Apple,fruit,0.59,46.89,0,2,4,85,90,95,18.23,8.02,2610.49,3.21,17.46,-1.4100000000000001,-25.704300000000003,0.257043,-43.11,0,0.02,94,Low,Maintain cold chain,1,0,2,2
SHP_173,Paneer,dairy,2.08,83.87,2,3,4,80,85,90,6.16,12.41,2439.53,0.58,2.17,-0.9199999999999999,-5.667199999999999,0.05667199999999999,-1.1299999999999955,0,0.09,87,Low,Maintain cold chain,0,13,2,2
SHP_174,Mango,fruit,19.57,66.4,12,14,16,80,85,90,18.35,27.8,4342.58,38.99,1.19,5.57,102.20950000000002,1.0220950000000002,-18.599999999999994,1,0.049,91,Low,Maintain cold chain,1,8,2,2
SHP_175,Potato,vegetable,18.92,45.77,10,12,15,85,90,92,20.3,9.68,4937.31,7.12,14.97,6.920000000000002,140.47600000000003,1.4047600000000002,-44.23,1,0.214,75,Low,Maintain cold chain,3,14,2,2
SHP_176,Onion,vegetable,13.71,78.64,10,12,15,70,75,80,3.9,13.06,2733.24,4.39,10.52,1.7100000000000009,6.669000000000003,0.06669000000000003,3.6400000000000006,0,0.02,94,Low,Maintain cold chain,3,11,2,2
SHP_177,Potato,vegetable,21.3,44.32,10,12,15,85,90,92,11.7,15.88,923.76,28.38,20.68,9.3,108.81,1.0881,-45.68,1,0.137,82,Low,Maintain cold chain,3,14,2,2
SHP_178,Paneer,dairy,4.2,51.01,2,3,4,80,85,90,4.86,1.26,4700.2,2.6,16.24,1.2000000000000002,5.832000000000002,0.05832000000000002,-33.99,1,0.077,88,Low,Maintain cold chain,0,13,2,2
SHP_179,Tomato,vegetable,13.55,87.9,10,12,14,85,90,92,23.19,28.56,4068.12,16.97,24.44,1.5500000000000007,35.94450000000002,0.3594450000000002,-2.0999999999999943,0,0.091,87,Low,Maintain cold chain,3,15,2,2
SHP_180,Apple,fruit,20.2,89.21,0,2,4,85,90,95,22.36,18.09,3324.82,26.32,21.95,18.2,406.952,4.06952,-0.7900000000000063,1,0.575,40,Medium,Increase cooling,1,0,3,1
SHP_181,Butter,dairy,8.33,43.32,2,4,6,75,80,85,22.65,9.88,1049.86,43.59,6.58,4.33,98.0745,0.980745,-36.68,1,0.132,83,Low,Maintain cold chain,0,2,2,2
SHP_182,Banana,fruit,21.9,58.53,13,14,16,80,85,90,14.62,26.35,2641.52,27.77,21.58,7.899999999999999,115.49799999999998,1.1549799999999997,-26.47,1,0.171,79,Low,Maintain cold chain,1,1,2,2
SHP_183,Grapes,fruit,10.06,94.8,0,1,2,90,92,95,17.04,38.99,3356.53,9.98,20.41,9.06,154.3824,1.5438239999999999,2.799999999999997,1,0.164,80,Low,Maintain cold chain,1,7,2,2
SHP_184,Grapes,fruit,-0.71,41.69,0,1,2,90,92,95,19.31,34.73,3717.69,37.14,12.76,-1.71,-33.0201,0.33020099999999997,-50.31,0,0.02,94,Low,Maintain cold chain,1,7,2,2
SHP_185,Paneer,dairy,13.11,60.41,2,3,4,80,85,90,13.25,39.51,488.51,43.35,17.36,10.11,133.95749999999998,1.3395749999999997,-24.590000000000003,1,0.084,87,Low,Maintain cold chain,0,13,2,2
SHP_186,Banana,fruit,25.95,79.89,13,14,16,80,85,90,12.64,36.03,2282.09,13.84,17.77,11.95,151.048,1.51048,-5.109999999999999,1,0.243,72,Low,Maintain cold chain,1,1,2,2
SHP_187,Apple,fruit,32.69,51.59,0,2,4,85,90,95,20.54,24.92,3268.33,36.66,3.95,30.689999999999998,630.3725999999999,6.303725999999999,-38.41,1,0.786,20,High,Prioritize delivery,1,0,1,3
SHP_188,Grapes,fruit,14.44,90.0,0,1,2,90,92,95,10.97,38.86,1150.59,42.72,14.77,13.44,147.4368,1.4743680000000001,-2.0,1,0.157,80,Low,Maintain cold chain,1,7,2,2
SHP_189,Fish,meat,20.71,87.89,0,1,2,85,90,95,17.27,17.81,2719.64,17.96,17.79,19.71,340.3917,3.4039170000000003,-2.1099999999999994,1,0.392,58,Medium,Increase cooling,2,6,3,1
SHP_190,Tomato,vegetable,21.47,61.51,10,12,14,85,90,92,17.88,30.94,915.11,48.49,13.61,9.469999999999999,169.32359999999997,1.6932359999999997,-28.490000000000002,1,0.147,81,Low,Maintain cold chain,3,15,2,2
SHP_191,Mutton,meat,10.12,44.04,0,1,2,85,90,95,11.69,6.79,2742.94,16.85,24.87,9.12,106.6128,1.066128,-45.96,1,0.191,77,Low,Maintain cold chain,2,10,2,2
SHP_192,Milk,dairy,2.72,53.68,2,3,4,80,85,90,20.59,6.68,1087.81,1.83,22.09,-0.2799999999999998,-5.765199999999996,0.05765199999999995,-31.32,0,0.075,88,Low,Maintain cold chain,0,9,2,2
SHP_193,Cabbage,vegetable,8.66,66.1,0,2,4,90,95,98,21.28,33.77,4086.65,29.27,26.05,6.66,141.72480000000002,1.417248,-28.900000000000006,1,0.22,74,Low,Maintain cold chain,3,3,2,2
SHP_194,Fish,meat,20.09,46.16,0,1,2,85,90,95,14.11,21.25,4702.05,1.97,3.66,19.09,269.3599,2.693599,-43.84,1,0.333,64,Medium,Increase cooling,2,6,3,1
SHP_195,Milk,dairy,14.07,91.36,2,3,4,80,85,90,1.66,12.65,2684.0,2.08,4.45,11.07,18.3762,0.183762,6.359999999999999,1,0.021,93,Low,Maintain cold chain,0,9,2,2
SHP_196,Tomato,vegetable,28.88,93.08,10,12,14,85,90,92,12.21,18.19,2723.3,24.44,20.01,16.88,206.1048,2.061048,3.0799999999999983,1,0.304,66,Medium,Increase cooling,3,15,3,1
SHP_197,Cabbage,vegetable,11.26,41.65,0,2,4,90,95,98,8.83,12.32,3612.0,10.09,20.2,9.26,81.7658,0.817658,-53.35,1,0.119,84,Low,Maintain cold chain,3,3,2,2
SHP_198,Apple,fruit,9.88,45.16,0,2,4,85,90,95,12.88,34.73,1132.6,34.63,25.14,7.880000000000001,101.49440000000001,1.014944,-44.84,1,0.096,86,Low,Maintain cold chain,1,0,2,2
SHP_199,Banana,fruit,45.17,77.58,13,14,16,80,85,90,6.55,19.89,3203.88,43.45,17.12,31.17,204.1635,2.041635,-7.420000000000002,1,0.351,62,Medium,Increase cooling,1,1,3,1
SHP_200,Mutton,meat,4.12,91.2,0,1,2,85,90,95,13.77,8.63,3396.76,19.69,19.54,3.12,42.9624,0.429624,1.2000000000000028,1,0.109,85,Low,Maintain cold chain,2,10,2,2
SHP_201,Mutton,meat,18.6,76.18,0,1,2,85,90,95,15.86,39.98,526.6,48.86,12.21,17.6,279.136,2.79136,-13.819999999999993,1,0.408,56,Medium,Increase cooling,2,10,3,1
SHP_202,Fish,meat,2.48,83.03,0,1,2,85,90,95,19.24,35.14,2199.46,16.35,20.03,1.48,28.475199999999997,0.28475199999999995,-6.969999999999999,1,0.116,84,Low,Maintain cold chain,2,6,2,2
SHP_203,Carrot,vegetable,9.23,81.93,0,2,4,90,95,98,6.1,31.91,2347.24,40.89,3.61,7.23,44.103,0.44103000000000003,-13.069999999999993,1,0.078,88,Low,Maintain cold chain,3,4,2,2
SHP_204,Carrot,vegetable,14.9,40.32,0,2,4,90,95,98,16.27,15.85,3568.7,19.43,13.46,12.9,209.883,2.09883,-54.68,1,0.208,76,Low,Maintain cold chain,3,4,2,2
SHP_205,Mutton,meat,10.14,60.53,0,1,2,85,90,95,13.73,9.09,644.02,30.17,20.05,9.14,125.49220000000001,1.254922,-29.47,1,0.085,87,Low,Maintain cold chain,2,10,2,2
SHP_206,Chicken,meat,13.58,65.49,0,1,2,85,90,95,23.92,20.76,2552.15,1.28,10.24,12.58,300.91360000000003,3.0091360000000003,-24.510000000000005,1,0.425,55,Medium,Increase cooling,2,5,3,1
SHP_207,Paneer,dairy,13.42,61.94,2,3,4,80,85,90,17.17,23.21,2807.93,30.4,22.95,10.42,178.91140000000001,1.789114,-23.060000000000002,1,0.207,76,Low,Maintain cold chain,0,13,2,2
SHP_208,Carrot,vegetable,4.06,79.5,0,2,4,90,95,98,6.78,9.74,4657.06,3.01,28.03,2.0599999999999996,13.966799999999997,0.139668,-15.5,1,0.055,90,Low,Maintain cold chain,3,4,2,2
SHP_209,Potato,vegetable,18.41,45.58,10,12,15,85,90,92,8.26,19.43,1506.85,14.24,9.22,6.41,52.9466,0.529466,-44.42,1,0.08,88,Low,Maintain cold chain,3,14,2,2
SHP_210,Potato,vegetable,42.05,69.65,10,12,15,85,90,92,5.98,28.65,1581.33,20.68,3.66,30.049999999999997,179.69899999999998,1.7969899999999999,-20.349999999999994,1,0.27,70,Low,Maintain cold chain,3,14,2,2
SHP_211,Cabbage,vegetable,11.63,77.46,0,2,4,90,95,98,17.67,7.26,2768.27,35.45,3.21,9.63,170.16210000000004,1.7016210000000003,-17.540000000000006,1,0.134,83,Low,Maintain cold chain,3,3,2,2
SHP_212,Grapes,fruit,13.11,54.11,0,1,2,90,92,95,20.15,32.24,2886.06,2.17,18.99,12.11,244.01649999999998,2.440165,-37.89,1,0.304,66,Medium,Increase cooling,1,7,3,1
SHP_213,Onion,vegetable,29.56,73.09,10,12,15,70,75,80,9.3,32.77,4455.77,11.4,6.36,17.56,163.308,1.6330799999999999,-1.9099999999999966,1,0.232,73,Low,Maintain cold chain,3,11,2,2
SHP_214,Apple,fruit,8.44,62.61,0,2,4,85,90,95,17.28,31.22,1591.59,41.13,12.71,6.4399999999999995,111.2832,1.112832,-27.39,1,0.077,88,Low,Maintain cold chain,1,0,2,2
SHP_215,Cabbage,vegetable,3.34,45.25,0,2,4,90,95,98,2.05,24.95,2423.31,29.33,5.04,1.3399999999999999,2.7469999999999994,0.027469999999999994,-49.75,0,0.02,94,Low,Maintain cold chain,3,3,2,2
SHP_216,Carrot,vegetable,8.95,87.45,0,2,4,90,95,98,17.04,0.95,3317.27,30.35,16.4,6.949999999999999,118.42799999999998,1.1842799999999998,-7.549999999999997,1,0.139,82,Low,Maintain cold chain,3,4,2,2
SHP_217,Mutton,meat,-0.07,61.5,0,1,2,85,90,95,3.36,23.78,2634.8,49.39,4.09,-1.07,-3.5952,0.035952000000000005,-28.5,0,0.02,94,Low,Maintain cold chain,2,10,2,2
SHP_218,Carrot,vegetable,29.43,62.24,0,2,4,90,95,98,11.8,27.7,4958.9,6.42,3.12,27.43,323.67400000000004,3.23674,-32.76,1,0.488,49,Medium,Increase cooling,3,4,3,1
SHP_219,Milk,dairy,3.9,71.81,2,3,4,80,85,90,5.24,10.97,673.27,4.28,26.83,0.8999999999999999,4.715999999999999,0.047159999999999994,-13.189999999999998,0,0.02,94,Low,Maintain cold chain,0,9,2,2
SHP_220,Cabbage,vegetable,21.88,57.79,0,2,4,90,95,98,22.64,2.78,2739.58,3.38,24.01,19.88,450.0832,4.500832,-37.21,1,0.53,45,Medium,Increase cooling,3,3,3,1
SHP_221,Grapes,fruit,20.51,69.7,0,1,2,90,92,95,19.91,35.2,3359.12,26.65,9.73,19.51,388.44410000000005,3.8844410000000007,-22.299999999999997,1,0.424,55,Medium,Increase cooling,1,7,3,1
SHP_222,Mutton,meat,0.33,76.82,0,1,2,85,90,95,2.7,18.61,582.67,28.11,28.73,-0.6699999999999999,-1.809,0.01809,-13.180000000000007,0,0.084,87,Low,Maintain cold chain,2,10,2,2
SHP_223,Orange,fruit,15.58,77.95,4,6,8,80,85,90,4.43,8.04,2818.39,4.83,13.51,9.58,42.4394,0.424394,-7.049999999999997,1,0.074,88,Low,Maintain cold chain,1,12,2,2
SHP_224,Banana,fruit,15.78,59.12,13,14,16,80,85,90,23.86,37.09,1402.82,19.97,4.57,1.7799999999999994,42.47079999999998,0.4247079999999998,-25.880000000000003,0,0.108,85,Low,Maintain cold chain,1,1,2,2
SHP_225,Chicken,meat,7.97,90.99,0,1,2,85,90,95,14.95,21.6,4257.56,26.05,18.71,6.97,104.2015,1.042015,0.9899999999999949,1,0.161,80,Low,Maintain cold chain,2,5,2,2
SHP_226,Butter,dairy,22.34,81.54,2,4,6,75,80,85,11.36,31.28,3631.1,1.81,9.09,18.34,208.3424,2.083424,1.5400000000000063,1,0.267,70,Low,Maintain cold chain,0,2,2,2
SHP_227,Carrot,vegetable,22.95,59.81,0,2,4,90,95,98,20.78,3.51,4703.7,27.69,9.17,20.95,435.341,4.35341,-35.19,1,0.537,44,Medium,Increase cooling,3,4,3,1
SHP_228,Carrot,vegetable,1.98,64.6,0,2,4,90,95,98,14.08,36.78,2635.73,49.61,25.54,-0.020000000000000018,-0.28160000000000024,0.0028160000000000025,-30.400000000000006,0,0.02,94,Low,Maintain cold chain,3,4,2,2
SHP_229,Grapes,fruit,4.83,91.18,0,1,2,90,92,95,22.79,4.65,4142.01,19.03,26.34,3.83,87.28569999999999,0.8728569999999999,-0.8199999999999932,1,0.234,73,Low,Maintain cold chain,1,7,2,2
SHP_230,Potato,vegetable,15.21,84.33,10,12,15,85,90,92,7.09,3.24,2194.01,8.68,20.85,3.210000000000001,22.758900000000004,0.22758900000000004,-5.670000000000002,1,0.02,94,Low,Maintain cold chain,3,14,2,2
SHP_231,Tomato,vegetable,11.73,93.66,10,12,14,85,90,92,6.52,25.64,4165.66,6.63,25.86,-0.2699999999999996,-1.760399999999997,0.01760399999999997,3.6599999999999966,0,0.05,91,Low,Maintain cold chain,3,15,2,2
SHP_232,Tomato,vegetable,42.84,66.79,10,12,14,85,90,92,1.06,6.99,2662.06,19.93,4.39,30.840000000000003,32.690400000000004,0.32690400000000003,-23.209999999999994,1,0.11,85,Low,Maintain cold chain,3,15,2,2
SHP_233,Mutton,meat,5.47,43.75,0,1,2,85,90,95,7.7,1.03,935.28,48.16,16.49,4.47,34.419,0.34419,-46.25,1,0.071,89,Low,Maintain cold chain,2,10,2,2
SHP_234,Carrot,vegetable,33.49,63.79,0,2,4,90,95,98,17.26,17.58,796.62,32.04,6.48,31.490000000000002,543.5174000000001,5.435174000000001,-31.21,1,0.683,30,High,Prioritize delivery,3,4,1,3
SHP_235,Banana,fruit,27.58,75.76,13,14,16,80,85,90,16.81,6.08,588.34,39.04,13.79,13.579999999999998,228.27979999999997,2.2827979999999997,-9.239999999999995,1,0.186,78,Low,Maintain cold chain,1,1,2,2
SHP_236,Potato,vegetable,17.23,94.72,10,12,15,85,90,92,10.78,39.35,1424.15,7.11,3.64,5.23,56.379400000000004,0.563794,4.719999999999999,1,0.078,88,Low,Maintain cold chain,3,14,2,2
SHP_237,Orange,fruit,11.21,45.56,4,6,8,80,85,90,21.89,27.69,592.77,25.47,29.9,5.210000000000001,114.04690000000002,1.1404690000000002,-39.44,1,0.126,83,Low,Maintain cold chain,1,12,2,2
SHP_238,Banana,fruit,29.33,73.84,13,14,16,80,85,90,2.37,21.08,2302.59,6.54,26.6,15.329999999999998,36.3321,0.36332099999999995,-11.159999999999997,1,0.093,87,Low,Maintain cold chain,1,1,2,2
SHP_239,Carrot,vegetable,25.75,50.7,0,2,4,90,95,98,11.1,14.71,2246.41,41.38,22.01,23.75,263.625,2.63625,-44.3,1,0.255,71,Low,Maintain cold chain,3,4,2,2
SHP_240,Carrot,vegetable,16.92,40.61,0,2,4,90,95,98,17.09,0.77,1521.12,38.01,4.11,14.920000000000002,254.98280000000003,2.549828,-54.39,1,0.29,68,Low,Maintain cold chain,3,4,2,2
SHP_241,Mutton,meat,1.14,51.84,0,1,2,85,90,95,11.07,0.48,1433.65,48.79,24.05,0.1399999999999999,1.549799999999999,0.01549799999999999,-38.16,0,0.02,94,Low,Maintain cold chain,2,10,2,2
SHP_242,Chicken,meat,16.64,66.83,0,1,2,85,90,95,17.89,18.18,4268.48,4.9,14.65,15.64,279.7996,2.797996,-23.17,1,0.356,61,Medium,Increase cooling,2,5,3,1
SHP_243,Apple,fruit,0.75,57.86,0,2,4,85,90,95,3.1,29.49,2537.29,18.79,11.83,-1.25,-3.875,0.03875,-32.14,0,0.02,94,Low,Maintain cold chain,1,0,2,2
SHP_244,Cabbage,vegetable,7.84,83.18,0,2,4,90,95,98,14.25,27.53,2356.73,12.73,25.23,5.84,83.22,0.8321999999999999,-11.819999999999993,1,0.071,89,Low,Maintain cold chain,3,3,2,2
SHP_245,Mutton,meat,17.58,89.6,0,1,2,85,90,95,12.94,18.46,3294.85,32.97,26.85,16.58,214.54519999999997,2.1454519999999997,-0.4000000000000057,1,0.32,65,Medium,Increase cooling,2,10,3,1
SHP_246,Cabbage,vegetable,28.55,73.77,0,2,4,90,95,98,5.17,6.01,3765.94,25.61,20.41,26.55,137.2635,1.3726349999999998,-21.230000000000004,1,0.173,79,Low,Maintain cold chain,3,3,2,2
